Date,Type,Link
2024-11-21 15:09:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7263314011054653440%29
2024-11-21 15:09:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7263660053453328385%29
2024-11-21 15:09:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7263875770077384704%29
2024-11-21 15:08:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7264263259673825281%29
2024-11-21 15:07:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7265238196517498882%29
2024-11-21 15:07:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7265270911388323841%29
2024-11-20 16:56:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7264958644893503489
2024-11-20 16:56:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7264842793053822976
2024-11-19 17:59:11,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7264238413191548928
2024-11-19 17:54:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7258049096161095680
2024-11-19 17:46:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7262680611574759424
2024-11-19 17:44:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7264537756104593410
2024-11-19 17:43:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7264555618512834560
2024-11-19 07:10:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7264117988222468096
2024-11-19 07:09:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7264209629792935937
2024-11-19 07:09:21,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262794052608086017
2024-11-19 07:07:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7264223316423446528
2024-11-15 18:31:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7263194468642680832
2024-11-15 18:26:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262647014100738049%29
2024-11-15 18:26:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262487961915604993%29
2024-11-15 18:25:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262409464056623105%29
2024-11-15 18:24:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262553224912547841%29
2024-11-15 18:23:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262396647920254976%29
2024-11-15 18:23:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262439594057461760%29
2024-11-15 18:23:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262415643717636096%29
2024-11-15 18:22:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262552654503981058%29
2024-11-15 18:22:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262440635251544064%29
2024-11-15 18:22:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262459774443696128%29
2024-11-15 15:31:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7263125873325740033
2024-11-13 14:59:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262156944897896448
2024-11-13 12:35:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262423194857271296
2024-11-13 07:41:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7261545119810498560
2024-11-13 07:35:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262099247108440065
2024-11-13 07:32:25,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262026414495801344
2024-11-13 07:29:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7260597997833457667
2024-11-13 07:27:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262285310707851265?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262285310707851265%2C7262287650651320321%29
2024-11-12 19:52:09,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262047844356820994?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262047844356820994%2C7262095794537742337%29
2024-11-12 19:52:06,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262047844356820994?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262047844356820994%2C7262085445407096833%29
2024-11-12 19:52:02,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262047844356820994?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262047844356820994%2C7262159114930118657%29
2024-11-12 19:51:56,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262047844356820994?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262047844356820994%2C7262161051129888768%29
2024-11-12 11:16:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7262047844356820994?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7262047844356820994%2C7262053179851210754%29
2024-11-08 09:49:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259210230666792961
2024-11-08 09:49:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7255585581810823169
2024-11-08 07:56:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260370679097692160%29
2024-11-08 07:56:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260367049951002624%29
2024-11-08 07:56:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260365229463605249%29
2024-11-08 07:55:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260361527071817728%29
2024-11-08 07:39:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260352842140463107%29
2024-11-07 16:29:15,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260219483686871040%29
2024-11-07 11:43:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260219890177830912%29
2024-11-07 11:43:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260214271899295745%29
2024-11-07 08:48:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260206088598302720%29
2024-11-07 08:48:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260199147968851969%29
2024-11-07 08:48:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260195473049702402%29
2024-11-07 08:48:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260194683371360257%29
2024-11-07 08:48:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260187466475675649%29
2024-11-07 08:48:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260170171426697216%29
2024-11-07 08:48:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260169907907002368%29
2024-11-07 08:48:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260055263942991872%29
2024-11-07 08:48:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260025482820173824%29
2024-11-07 08:47:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260016532091539456%29
2024-11-07 08:47:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260015335100018688%29
2024-11-07 08:47:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260015039640662017%29
2024-11-07 08:47:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260013739075072000%29
2024-11-07 08:47:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260010173405052928%29
2024-11-07 08:47:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260007018780880896%29
2024-11-07 08:47:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260005076067401728%29
2024-11-07 08:47:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259995163102494720%29
2024-11-07 08:47:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259990820013895680%29
2024-11-07 08:47:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259990489175605249%29
2024-11-07 08:47:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259988789874323456%29
2024-11-07 08:47:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259986682643398656%29
2024-11-07 08:47:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259986306749943809%29
2024-11-07 08:47:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259986002969006080%29
2024-11-07 08:47:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259979696614903809%29
2024-11-07 08:47:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259979584991825920%29
2024-11-07 08:47:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259977448035946497%29
2024-11-07 08:47:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259973458975973376%29
2024-11-07 08:47:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259973127034531841%29
2024-11-07 08:45:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7260206634914795520%29
2024-11-07 06:47:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7259480888210526208
2024-11-06 16:37:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259959573367713792%29
2024-11-06 16:28:36,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259962071830720512%29
2024-11-06 15:48:24,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259952398482264065?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7259952398482264065%2C7259953601035325441%29
2024-11-06 09:06:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259821827240173568
2024-11-05 12:33:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257807044827660288?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7257807044827660288%2C7257809645073846273%29
2024-11-05 12:30:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7259522648139870208
2024-10-31 17:36:14,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257807044827660288
2024-10-31 12:07:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257710503014133760
2024-10-31 08:29:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257668519738118145
2024-10-31 08:28:44,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7257665152936808448
2024-10-31 07:25:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257289941368324096
2024-10-31 07:21:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257635123230064641
2024-10-31 07:21:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257309379283107840
2024-10-31 07:20:28,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7257641664498872320
2024-10-30 17:47:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257308630503297024
2024-10-29 13:18:59,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7256978936360792065
2024-10-29 13:18:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252196595142717440
2024-10-29 13:15:41,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7257013401485217792
2024-10-29 13:09:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7256854477188603904
2024-10-29 08:55:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7255519202885742592
2024-10-28 13:34:03,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7256567739870240768
2024-10-28 13:33:08,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7256593546214785024
2024-10-27 15:36:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7251592598857940992
2024-10-27 15:35:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253283741488349184
2024-10-27 15:35:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7256326715105316864
2024-10-25 19:18:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7254406153785208833
2024-10-25 19:17:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252680566372798466
2024-10-25 19:17:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7254854104131223552
2024-10-25 19:16:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7252237985327333376
2024-10-25 19:15:54,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7255242730073731072
2024-10-24 19:20:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7255133388079001602
2024-10-24 19:20:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7255285268457385984
2024-10-24 08:31:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7255099448702189569
2024-10-23 12:26:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7254733392527716352
2024-10-23 11:27:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7254493776344137728
2024-10-21 12:54:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7250505451811815425
2024-10-21 09:58:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7249537981416443906
2024-10-21 09:57:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7249577468049661952
2024-10-21 09:57:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7251834180123189248
2024-10-21 09:50:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7232516115535409152
2024-10-21 09:11:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253735778202071040
2024-10-21 09:11:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253766920858984448
2024-10-20 09:01:43,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7251498854808715264
2024-10-20 09:00:56,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7250389753416617984
2024-10-20 09:00:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7252139195756892160
2024-10-20 08:59:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252983331040980993
2024-10-20 08:59:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253042185355358209
2024-10-20 08:58:57,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7253048652523266048
2024-10-20 08:58:47,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253292945762582528
2024-10-20 08:58:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7253687068671774720
2024-10-20 08:57:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253053917368889347
2024-10-20 08:57:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7253653714614292480
2024-10-20 08:56:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7252970532168462338
2024-10-18 08:29:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7249434573409837057
2024-10-18 08:29:17,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252778330859429888
2024-10-18 08:28:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252921420597346304
2024-10-17 06:55:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252559585784258560
2024-10-17 06:55:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7251879679979139073
2024-10-17 06:52:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7249433000952705024
2024-10-17 06:51:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7250029874118017024
2024-10-17 06:50:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7249053478226919424
2024-10-17 06:50:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252566516146044928
2024-10-17 06:49:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7252373247596384256
2024-10-07 08:35:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7247844140607016960
2024-10-07 08:30:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7248040869142966272
2024-10-07 08:26:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7248942753026367488
2024-10-02 06:28:00,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7246881387327148032
2024-10-02 06:26:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7247123159693377536
2024-10-02 06:24:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7246873907947880449
2024-09-26 12:53:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7244960135758979072
2024-09-26 12:51:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7242593876530671616
2024-09-26 12:51:41,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7244962469343821824
2024-09-18 09:24:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7240690648759042049
2024-09-17 12:53:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7237338238258999297
2024-09-17 12:52:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7241302129317978112
2024-09-06 17:29:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7237482214836383744
2024-09-06 17:28:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7237722647327903744
2024-09-03 12:28:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7236494615883714560
2024-09-02 18:49:56,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7236385065633484801
2024-08-20 08:31:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7231181851942420480?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7231181851942420480%2C7231384841513025536%29
2024-08-20 08:30:23,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7229092620235358208
2024-08-20 08:29:24,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7228713351856467968
2024-08-20 08:22:12,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7227589933882916865
2024-08-20 08:21:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7231551836560723968
2024-07-08 08:02:09,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7210929783289884672
2024-07-08 08:01:20,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7210970199682887682
2024-05-24 15:02:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7199667162473541632
2024-05-24 15:01:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7196110572424228865
2024-05-22 06:45:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7197121180376387585?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7197121180376387585%2C7198715916954550275%29
2024-05-22 06:45:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7197121180376387585?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7197121180376387585%2C7197567548777762816%29
2024-05-16 08:59:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7196743670719500289
2024-05-16 08:59:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7195324434948177920
2024-05-16 07:53:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7192935010604056578
2024-05-16 07:53:06,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7196554030037245952
2024-04-28 08:25:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7189261799832076289
2024-04-24 09:40:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7186063682856996864
2024-04-23 15:02:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7188412640191217664
2024-04-19 19:43:27,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7187153520461008897
2024-04-19 08:16:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7186627164199415808
